13986
FBgn0039225	Ets96B	protein_coding
FBgn0051327	CG31327	protein_coding
FBgn0261290	CheA84a	protein_coding
FBgn0002609	E(spl)m3-HLH	protein_coding
FBgn0051013	CG31013	protein_coding
FBgn0037898	Dtd	protein_coding
FBgn0051206	CG31206	protein_coding
FBgn0038037	Cyp9f2	protein_coding
FBgn0037449	CG15185	protein_coding
FBgn0002924	ncd	protein_coding
FBgn0037623	CG9801	protein_coding
FBgn0038989	CG6937	protein_coding
FBgn0038526	CG14327	protein_coding
FBgn0038203	Or88a	protein_coding
FBgn0037608	mRpL19	protein_coding
FBgn0260713	CG42544	protein_coding
FBgn0037483	CG14609	protein_coding
FBgn0028476	Usp1	protein_coding
FBgn0038046	CG5641	protein_coding
FBgn0051202	alpha-Man-Ic	protein_coding
FBgn0039147	CG10694	protein_coding
FBgn0038349	AOX3	protein_coding
FBgn0010441	pll	protein_coding
FBgn0039402	Vps2	protein_coding
FBgn0037715	CG9399	protein_coding
FBgn0010399	Nmdar1	protein_coding
FBgn0267975	vib	protein_coding
FBgn0015331	abs	protein_coding
FBgn0027948	msps	protein_coding
FBgn0011655	Med	protein_coding
FBgn0266758	Esyt2	protein_coding
FBgn0004781	Ccp84Ac	protein_coding
FBgn0085346	Rpp14a	protein_coding
FBgn0039075	CG4393	protein_coding
FBgn0000274	Pka-C2	protein_coding
FBgn0039448	TwdlQ	protein_coding
FBgn0003356	Jon99Cii	protein_coding
FBgn0039094	CG10184	protein_coding
FBgn0010044	GstD8	protein_coding
FBgn0051223	CG31223	protein_coding
FBgn0263490	mld	protein_coding
FBgn0250910	Octbeta3R	protein_coding
FBgn0262617	Nuak	protein_coding
FBgn0038360	CG9590	protein_coding
FBgn0051352	Unc-115a	protein_coding
FBgn0037290	CG1124	protein_coding
FBgn0038069	CG11608	protein_coding
FBgn0037262	MED31	protein_coding
FBgn0045473	Gr85a	protein_coding
FBgn0039840	pHCl-2	protein_coding
FBgn0037679	Aduk	protein_coding
FBgn0039282	Bili	protein_coding
FBgn0037896	ninaG	protein_coding
FBgn0266668	Exo84	protein_coding
FBgn0037363	Atg17	protein_coding
FBgn0014018	Rel	protein_coding
FBgn0037552	CG7800	protein_coding
FBgn0037488	CG14607	protein_coding
FBgn0038597	CG8064	protein_coding
FBgn0082582	tmod	protein_coding
FBgn0040279	Osi14	protein_coding
FBgn0261844	pre-mod(mdg4)-V	protein_coding
FBgn0002868	MtnA	protein_coding
FBgn0037589	Obp85a	protein_coding
FBgn0038468	CG5225	protein_coding
FBgn0010389	htl	protein_coding
FBgn0039371	CG4960	protein_coding
FBgn0259152	Clbn	protein_coding
FBgn0051560	CG31560	protein_coding
FBgn0037782	Npc2d	protein_coding
FBgn0039347	CG5071	protein_coding
FBgn0037668	CG16736	protein_coding
FBgn0038881	aus	protein_coding
FBgn0011669	Mst57Db	protein_coding
FBgn0038796	eIF3g2	protein_coding
FBgn0038014	CG10041	protein_coding
FBgn0038210	CG3199	protein_coding
FBgn0041621	Or82a	protein_coding
FBgn0037911	CG10898	protein_coding
FBgn0037685	Or85f	protein_coding
FBgn0039015	Takl2	protein_coding
FBgn0037254	sac	protein_coding
FBgn0266137	Dop1R2	protein_coding
FBgn0053337	CG33337	protein_coding
FBgn0038460	CG18622	protein_coding
FBgn0261053	Cad86C	protein_coding
FBgn0037375	kat-60L1	protein_coding
FBgn0014930	CG2846	protein_coding
FBgn0037626	CG8236	protein_coding
FBgn0051051	CG31051	protein_coding
FBgn0286204	ich	protein_coding
FBgn0045035	tefu	protein_coding
FBgn0037754	CG8500	protein_coding
FBgn0051017	PH4alphaNE3	protein_coding
FBgn0039795	Spn100A	protein_coding
FBgn0038476	kuk	protein_coding
FBgn0037461	CG15177	protein_coding
FBgn0051407	CG31407	protein_coding
FBgn0039003	wfs1	protein_coding
FBgn0039731	Sas-6	protein_coding
FBgn0038003	CG3916	protein_coding
FBgn0087013	Karybeta3	protein_coding
FBgn0259733	tal-AA	protein_coding
FBgn0266176	pre-mod(mdg4)-J	protein_coding
FBgn0038302	CG4210	protein_coding
FBgn0263596	CG43618	protein_coding
FBgn0037424	Osi15	protein_coding
FBgn0051076	CG31076	protein_coding
FBgn0002735	E(spl)mgamma-HLH	protein_coding
FBgn0038462	EMC2A	protein_coding
FBgn0039584	beat-VI	protein_coding
FBgn0028487	f-cup	protein_coding
FBgn0044511	mRpS21	protein_coding
FBgn0039522	CG13972	protein_coding
FBgn0051542	CG31542	protein_coding
FBgn0085328	CG34299	protein_coding
FBgn0038447	CG14892	protein_coding
FBgn0037822	CG14683	protein_coding
FBgn0037504	CG1142	protein_coding
FBgn0037963	Cad87A	protein_coding
FBgn0039368	CG17196	protein_coding
FBgn0042102	CG18745	protein_coding
FBgn0037677	CG12951	protein_coding
FBgn0038499	Brf	protein_coding
FBgn0037572	CG11698	protein_coding
FBgn0266916	Cenp-C	protein_coding
FBgn0038887	CG7907	protein_coding
FBgn0040227	eIF3d1	protein_coding
FBgn0039312	CG10514	protein_coding
FBgn0039599	intr	protein_coding
FBgn0037688	CG9356	protein_coding
FBgn0044823	Spec2	protein_coding
FBgn0013813	Dhc98D	protein_coding
FBgn0039081	Irk2	protein_coding
FBgn0263400	CG43446	protein_coding
FBgn0038331	Ccm3	protein_coding
FBgn0038515	CG5823	protein_coding
FBgn0039108	CG10232	protein_coding
FBgn0025574	Pli	protein_coding
FBgn0039298	to	protein_coding
FBgn0038914	fit	protein_coding
FBgn0038760	MED25	protein_coding
FBgn0014861	Mcm2	protein_coding
FBgn0037892	mRpL40	protein_coding
FBgn0010803	TrpRS	protein_coding
FBgn0051122	CG31122	protein_coding
FBgn0286199	shps	protein_coding
FBgn0038173	Adgf-C	protein_coding
FBgn0038354	CG5404	protein_coding
FBgn0004779	Ccp84Ae	protein_coding
FBgn0004118	nAChRbeta2	protein_coding
FBgn0037995	Adk1	protein_coding
FBgn0027512	CG10254	protein_coding
FBgn0051106	CG31106	protein_coding
FBgn0286506	Mpi	protein_coding
FBgn0039439	TwdlK	protein_coding
FBgn0037964	CG14731	protein_coding
FBgn0039625	beta4GalNAcTB	protein_coding
FBgn0039723	CG15522	protein_coding
FBgn0262955	Polr2B	protein_coding
FBgn0039613	Nepl20	protein_coding
FBgn0051103	CG31103	protein_coding
FBgn0039807	CG15546	protein_coding
FBgn0051493	CG31493	protein_coding
FBgn0038868	CG5862	protein_coding
FBgn0038787	CG4360	protein_coding
FBgn0039154	Npc2f	protein_coding
FBgn0051158	Efa6	protein_coding
FBgn0039600	Prp39	protein_coding
FBgn0038219	CG14839	protein_coding
FBgn0262473	Tl	protein_coding
FBgn0083984	CG34148	protein_coding
FBgn0038878	CG3301	protein_coding
FBgn0039523	CG12885	protein_coding
FBgn0004389	bnk	protein_coding
FBgn0038877	CG3308	protein_coding
FBgn0039356	CG5039	protein_coding
FBgn0037455	CG2336	protein_coding
FBgn0039264	CG11786	protein_coding
FBgn0287211	CG46441	protein_coding
FBgn0037994	eIF3d2	protein_coding
FBgn0004885	tok	protein_coding
FBgn0038136	CG8774	protein_coding
FBgn0051390	MED7	protein_coding
FBgn0038948	JMJD6	protein_coding
FBgn0038601	Polr1E	protein_coding
FBgn0264836	CG44044	protein_coding
FBgn0000277	CecA2	protein_coding
FBgn0038751	CG4770	protein_coding
FBgn0266172	pre-mod(mdg4)-E	protein_coding
FBgn0264326	PolE1	protein_coding
FBgn0051088	CG31088	protein_coding
FBgn0039188	Golgin84	protein_coding
FBgn0266448	CG45078	protein_coding
FBgn0025456	CREG	protein_coding
FBgn0040602	CG14545	protein_coding
FBgn0037386	CG1208	protein_coding
FBgn0051156	CG31156	protein_coding
FBgn0037265	spartin	protein_coding
FBgn0004197	Ser	protein_coding
FBgn0085305	CG34276	protein_coding
FBgn0037857	Tengl4	protein_coding
FBgn0044810	TotX	protein_coding
FBgn0037955	Kyat	protein_coding
FBgn0037270	eIF3f1	protein_coding
FBgn0264899	CG44090	protein_coding
FBgn0039139	Mettl3	protein_coding
FBgn0041229	Gr93a	protein_coding
FBgn0039286	dan	protein_coding
FBgn0037251	CG9804	protein_coding
FBgn0051050	CG31050	protein_coding
FBgn0037719	bocks	protein_coding
FBgn0039093	CG10183	protein_coding
FBgn0016685	Nlp	protein_coding
FBgn0038584	mTerf5	protein_coding
FBgn0051337	CG31337	protein_coding
FBgn0028692	Rpn2	protein_coding
FBgn0037727	Nepl12	protein_coding
FBgn0002734	E(spl)mdelta-HLH	protein_coding
FBgn0037563	CG11672	protein_coding
FBgn0053100	eIF4EHP	protein_coding
FBgn0038089	d-cup	protein_coding
FBgn0022800	Cad96Ca	protein_coding
FBgn0051086	CG31086	protein_coding
FBgn0042105	CG18748	protein_coding
FBgn0038575	CG7208	protein_coding
FBgn0045442	mthl12	protein_coding
FBgn0051404	CG31404	protein_coding
FBgn0027657	glob1	protein_coding
FBgn0262823	hemo	protein_coding
FBgn0039240	CG3744	protein_coding
FBgn0037792	TAF1B	protein_coding
FBgn0261840	pre-mod(mdg4)-X	protein_coding
FBgn0039505	CG5934	protein_coding
FBgn0039790	CG2246	protein_coding
FBgn0010173	RPA1	protein_coding
FBgn0039527	CG5639	protein_coding
FBgn0015570	alpha-Est2	protein_coding
FBgn0051015	PH4alphaPV	protein_coding
FBgn0037617	nom	protein_coding
FBgn0039748	CG15529	protein_coding
FBgn0028422	GluRIID	protein_coding
FBgn0038731	Acsx1R	protein_coding
FBgn0038043	CG17202	protein_coding
FBgn0004777	Ccp84Ag	protein_coding
FBgn0037293	RabGGTa	protein_coding
FBgn0039009	CG13842	protein_coding
FBgn0039766	CG15536	protein_coding
FBgn0039283	danr	protein_coding
FBgn0037818	CG6465	protein_coding
FBgn0037492	Dtwd2	protein_coding
FBgn0039668	Trc8	protein_coding
FBgn0014427	CG11899	protein_coding
FBgn0261286	Mat89Ba	protein_coding
FBgn0038282	dpr9	protein_coding
FBgn0038473	Ns1	protein_coding
FBgn0039016	Dcr-1	protein_coding
FBgn0039067	wda	protein_coding
FBgn0087012	5-HT2A	protein_coding
FBgn0039555	mRpS22	protein_coding
FBgn0053970	osy	protein_coding
FBgn0085326	CG34297	protein_coding
FBgn0037538	CG3223	protein_coding
FBgn0086768	Pcmt	protein_coding
FBgn0038722	Nup58	protein_coding
FBgn0259244	CG42342	protein_coding
FBgn0037481	MAGE	protein_coding
FBgn0039810	CG15549	protein_coding
FBgn0040534	Sf3b5	protein_coding
FBgn0014135	bnl	protein_coding
FBgn0039058	VhaAC39-2	protein_coding
FBgn0085308	CG34279	protein_coding
FBgn0051119	HDAC11	protein_coding
FBgn0037625	CG11768	protein_coding
FBgn0262559	Mdh2	protein_coding
FBgn0051528	CG31528	protein_coding
FBgn0278600	CG46270	protein_coding
FBgn0038369	Arpc3A	protein_coding
FBgn0039483	CG14259	protein_coding
FBgn0040679	CG11373	protein_coding
FBgn0039663	CG2321	protein_coding
FBgn0046332	gskt	protein_coding
FBgn0046214	vig2	protein_coding
FBgn0037655	Kcmf1	protein_coding
FBgn0038692	Polr2M	protein_coding
FBgn0263401	CG43447	protein_coding
FBgn0000036	nAChRalpha1	protein_coding
FBgn0038397	CG10185	protein_coding
FBgn0037467	Ufl1	protein_coding
FBgn0039778	Jon99Fi	protein_coding
FBgn0039169	Spps	protein_coding
FBgn0000015	Abd-B	protein_coding
FBgn0010247	Parp	protein_coding
FBgn0037607	CG8036	protein_coding
FBgn0261847	CG42779	protein_coding
FBgn0039449	CG6425	protein_coding
FBgn0037798	CG12817	protein_coding
FBgn0261789	SmD2	protein_coding
FBgn0002542	lds	protein_coding
FBgn0015790	Rab11	protein_coding
FBgn0053339	CG33339	protein_coding
FBgn0043799	CG31381	protein_coding
FBgn0038450	CG17560	protein_coding
FBgn0086613	Ino80	protein_coding
FBgn0259975	Sfp87B	protein_coding
FBgn0086355	Tpi	protein_coding
FBgn0037489	CG1234	protein_coding
FBgn0051098	CG31098	protein_coding
FBgn0037399	Or83c	protein_coding
FBgn0014869	Pglym78	protein_coding
FBgn0003884	alphaTub84B	protein_coding
FBgn0042206	GstD10	protein_coding
FBgn0029503	mora	protein_coding
FBgn0037322	Or83a	protein_coding
FBgn0039806	CG15545	protein_coding
FBgn0051533	CG31533	protein_coding
FBgn0027866	CG9776	protein_coding
FBgn0039835	mRpL32	protein_coding
FBgn0037703	Kdm3	protein_coding
FBgn0038952	CG7069	protein_coding
FBgn0039085	Ugt303B3	protein_coding
FBgn0026399	Or85e	protein_coding
FBgn0037609	Unc50	protein_coding
FBgn0010015	CanA1	protein_coding
FBgn0037304	CG1113	protein_coding
FBgn0263782	Hmgcr	protein_coding
FBgn0026563	CG1979	protein_coding
FBgn0051100	CG31100	protein_coding
FBgn0046247	CG5938	protein_coding
FBgn0037739	CG12948	protein_coding
FBgn0039671	CG11470	protein_coding
FBgn0086610	CG33342	protein_coding
FBgn0039157	Myo95E	protein_coding
FBgn0037291	CG14662	protein_coding
FBgn0039437	TwdlL	protein_coding
FBgn0039118	CG10208	protein_coding
FBgn0038404	CG8925	protein_coding
FBgn0043043	Desat2	protein_coding
FBgn0039862	kek6	protein_coding
FBgn0039367	CG17197	protein_coding
FBgn0261860	CG42789	protein_coding
FBgn0015781	P5cr	protein_coding
FBgn0039158	TBC1d7	protein_coding
FBgn0004107	Cdk2	protein_coding
FBgn0039193	CG13613	protein_coding
FBgn0039251	Trf4-2	protein_coding
FBgn0039854	CG1635	protein_coding
FBgn0051141	CG31141	protein_coding
FBgn0038388	CG4287	protein_coding
FBgn0039313	CG11892	protein_coding
FBgn0042710	Hex-t2	protein_coding
FBgn0037342	CG2931	protein_coding
FBgn0038592	CG18599	protein_coding
FBgn0039354	Lgr3	protein_coding
FBgn0024963	GluClalpha	protein_coding
FBgn0083971	CG34135	protein_coding
FBgn0038102	CG14383	protein_coding
FBgn0038535	alt	protein_coding
FBgn0264357	SNF4Agamma	protein_coding
FBgn0027492	wdb	protein_coding
FBgn0039194	CG13614	protein_coding
FBgn0026380	Prosbeta3	protein_coding
FBgn0038042	Scgbeta	protein_coding
FBgn0004595	pros	protein_coding
FBgn0038651	Epg5	protein_coding
FBgn0038571	CG7215	protein_coding
FBgn0020385	pug	protein_coding
FBgn0037761	CG8534	protein_coding
FBgn0037876	CG4820	protein_coding
FBgn0003861	trp	protein_coding
FBgn0260462	CtsF	protein_coding
FBgn0001281	janB	protein_coding
FBgn0024912	agt	protein_coding
FBgn0039467	CG14253	protein_coding
FBgn0259831	CG34309	protein_coding
FBgn0026250	eIF1A	protein_coding
FBgn0038893	Archease	protein_coding
FBgn0037448	CG15186	protein_coding
FBgn0262982	CG43290	protein_coding
FBgn0038436	Gyc89Db	protein_coding
FBgn0038979	tHMG2	protein_coding
FBgn0025781	Cdc16	protein_coding
FBgn0262010	CG42828	protein_coding
FBgn0038845	Alp5	protein_coding
FBgn0004510	Ets97D	protein_coding
FBgn0039581	Moca-cyp	protein_coding
FBgn0264563	CG43935	protein_coding
FBgn0266173	pre-mod(mdg4)-K	protein_coding
FBgn0037720	CG8312	protein_coding
FBgn0051081	TwdlR	protein_coding
FBgn0262582	cic	protein_coding
FBgn0038114	CG11670	protein_coding
FBgn0037713	CG16790	protein_coding
FBgn0039187	CG6454	protein_coding
FBgn0005671	Vha55	protein_coding
FBgn0267385	PyK	protein_coding
FBgn0039043	CG17121	protein_coding
FBgn0039215	CG6695	protein_coding
FBgn0038953	CG18596	protein_coding
FBgn0039670	CG7567	protein_coding
FBgn0266579	tau	protein_coding
FBgn0024555	flfl	protein_coding
FBgn0038611	CG14309	protein_coding
FBgn0037814	CG6325	protein_coding
FBgn0037900	CG5276	protein_coding
FBgn0038643	CG14300	protein_coding
FBgn0002441	l(3)mbt	protein_coding
FBgn0038053	CG18549	protein_coding
FBgn0023212	EloB	protein_coding
FBgn0261838	pre-mod(mdg4)-Z	protein_coding
FBgn0038820	CG4000	protein_coding
FBgn0019828	dj	protein_coding
FBgn0039336	CG4553	protein_coding
FBgn0063649	CG6006	protein_coding
FBgn0038421	CG17931	protein_coding
FBgn0039261	Ythdf	protein_coding
FBgn0051029	CG31029	protein_coding
FBgn0039577	CG12516	protein_coding
FBgn0038377	CG9632	protein_coding
FBgn0261808	cu	protein_coding
FBgn0039366	CG17198	protein_coding
FBgn0037647	RagA-B	protein_coding
FBgn0039210	CG13625	protein_coding
FBgn0039213	atl	protein_coding
FBgn0038002	CG12256	protein_coding
FBgn0039832	CG15563	protein_coding
FBgn0037433	CG17919	protein_coding
FBgn0266064	GlyS	protein_coding
FBgn0038821	CG17267	protein_coding
FBgn0261287	ymp	protein_coding
FBgn0010225	Gel	protein_coding
FBgn0039099	GILT2	protein_coding
FBgn0037675	HP1e	protein_coding
FBgn0038686	CG5555	protein_coding
FBgn0039655	CG14507	protein_coding
FBgn0027562	CG10345	protein_coding
FBgn0038159	CG14369	protein_coding
FBgn0037828	tomboy20	protein_coding
FBgn0037454	CG1137	protein_coding
FBgn0260386	mtg	protein_coding
FBgn0004172	Mst84Da	protein_coding
FBgn0038510	CG14331	protein_coding
FBgn0039704	neo	protein_coding
FBgn0037949	prd1	protein_coding
FBgn0039594	snu	protein_coding
FBgn0262005	CG42823	protein_coding
FBgn0260935	Vps15	protein_coding
FBgn0266454	CG45079	protein_coding
FBgn0053783	CG33783	protein_coding
FBgn0037920	CG14710	protein_coding
FBgn0260940	lsn	protein_coding
FBgn0039269	veli	protein_coding
FBgn0037746	CG8478	protein_coding
FBgn0039712	CG15514	protein_coding
FBgn0262362	CG43060	protein_coding
FBgn0039337	MED28	protein_coding
FBgn0038486	CG5265	protein_coding
FBgn0259215	Ir93a	protein_coding
FBgn0267408	AOX1	protein_coding
FBgn0000047	Act88F	protein_coding
FBgn0039343	CG5111	protein_coding
FBgn0038196	CG9922	protein_coding
FBgn0250846	glob2	protein_coding
FBgn0039727	Vps13B	protein_coding
FBgn0040608	CG14246	protein_coding
FBgn0267652	pre-mod(mdg4)-N	protein_coding
FBgn0052939	CG32939	protein_coding
FBgn0038028	CG10035	protein_coding
FBgn0003117	pnr	protein_coding
FBgn0051140	CG31140	protein_coding
FBgn0037224	TwdlF	protein_coding
FBgn0004913	Gnf1	protein_coding
FBgn0037297	CG1116	protein_coding
FBgn0039626	Slu7	protein_coding
FBgn0263118	tx	protein_coding
FBgn0038275	CG3817	protein_coding
FBgn0039475	CG6277	protein_coding
FBgn0039304	CG10425	protein_coding
FBgn0038167	Lkb1	protein_coding
FBgn0038922	Idh3b	protein_coding
FBgn0037838	TTLL15	protein_coding
FBgn0051019	CG31019	protein_coding
FBgn0051004	mesh	protein_coding
FBgn0037689	CG8135	protein_coding
FBgn0037974	CG12224	protein_coding
FBgn0039153	GatB	protein_coding
FBgn0038057	Polr3C	protein_coding
FBgn0051157	CG31157	protein_coding
FBgn0046886	Gr98c	protein_coding
FBgn0038968	CG12499	protein_coding
FBgn0039342	CG5107	protein_coding
FBgn0045469	Gr93c	protein_coding
FBgn0051321	CG31321	protein_coding
FBgn0037670	Ibf1	protein_coding
FBgn0039064	CG4467	protein_coding
FBgn0016754	sba	protein_coding
FBgn0039490	CG5882	protein_coding
FBgn0003065	CG2150	protein_coding
FBgn0038131	CG15888	protein_coding
FBgn0259212	cno	protein_coding
FBgn0053333	CG33333	protein_coding
FBgn0038359	CG5614	protein_coding
FBgn0083969	CG34133	protein_coding
FBgn0001255	ImpE3	protein_coding
FBgn0039200	CG13616	protein_coding
FBgn0039466	CG5521	protein_coding
FBgn0262483	Rbp	protein_coding
FBgn0039740	ZIPIC	protein_coding
FBgn0051523	CG31523	protein_coding
FBgn0037912	sea	protein_coding
FBgn0039234	Nct	protein_coding
FBgn0039128	CG13599	protein_coding
FBgn0039510	CG3339	protein_coding
FBgn0288846	unc-45	protein_coding
FBgn0039348	Npl4	protein_coding
FBgn0039680	Cap-D2	protein_coding
FBgn0038200	CG9920	protein_coding
FBgn0039424	ppk15	protein_coding
FBgn0037415	Osi8	protein_coding
FBgn0037506	Mics1	protein_coding
FBgn0266178	pre-mod(mdg4)-B	protein_coding
FBgn0085382	CG34353	protein_coding
FBgn0051288	CG31288	protein_coding
FBgn0039792	CG2267	protein_coding
FBgn0037755	CG12945	protein_coding
FBgn0039411	dysf	protein_coding
FBgn0053512	dpr4	protein_coding
FBgn0260226	CG42500	protein_coding
FBgn0038160	CG9759	protein_coding
FBgn0038869	Smyd5	protein_coding
FBgn0037981	Spt3	protein_coding
FBgn0051373	CG31373	protein_coding
FBgn0037358	elm	protein_coding
FBgn0039771	Osi23	protein_coding
FBgn0286071	AdamTS-A	protein_coding
FBgn0042104	CG18747	protein_coding
FBgn0037555	Ada2b	protein_coding
FBgn0262143	CG42869	protein_coding
FBgn0287589	CG46459	protein_coding
FBgn0040607	CG14244	protein_coding
FBgn0038248	CG7886	protein_coding
FBgn0000455	Dip-C	protein_coding
FBgn0038737	Mrm2	protein_coding
FBgn0003944	Ubx	protein_coding
FBgn0263289	scrib	protein_coding
FBgn0037873	SdhC	protein_coding
FBgn0044871	Gos28	protein_coding
FBgn0039808	CG12071	protein_coding
FBgn0039259	EMC6	protein_coding
FBgn0000246	c(3)G	protein_coding
FBgn0038078	CG14391	protein_coding
FBgn0039002	CG17625	protein_coding
FBgn0051342	CG31342	protein_coding
FBgn0038683	CG11779	protein_coding
FBgn0083986	CG34150	protein_coding
FBgn0037456	CG1138	protein_coding
FBgn0038951	Polr3F	protein_coding
FBgn0037894	Ipo9	protein_coding
FBgn0261583	CG42693	protein_coding
FBgn0039601	CG1523	protein_coding
FBgn0286075	DNAlig3	protein_coding
FBgn0028499	CG7985	protein_coding
FBgn0051418	CG31418	protein_coding
FBgn0004901	Prat	protein_coding
FBgn0051450	mRpS18A	protein_coding
FBgn0037753	CG12947	protein_coding
FBgn0013972	Gycalpha99B	protein_coding
FBgn0263929	jvl	protein_coding
FBgn0038641	ChT	protein_coding
FBgn0051002	Ugt35D1	protein_coding
FBgn0001280	janA	protein_coding
FBgn0039543	CROT	protein_coding
FBgn0038400	Mic26-27	protein_coding
FBgn0022344	CG10340	protein_coding
FBgn0285912	mah	protein_coding
FBgn0261993	CG42811	protein_coding
FBgn0027620	Acf	protein_coding
FBgn0037895	bumpel	protein_coding
FBgn0038479	CG17477	protein_coding
FBgn0051287	CG31287	protein_coding
FBgn0037819	Phyhd1	protein_coding
FBgn0004897	fd96Ca	protein_coding
FBgn0261885	osa	protein_coding
FBgn0038389	CG5516	protein_coding
FBgn0260003	Dys	protein_coding
FBgn0003511	Sry-beta	protein_coding
FBgn0019637	Atu	protein_coding
FBgn0038299	Spn88Eb	protein_coding
FBgn0037280	BBS5	protein_coding
FBgn0026566	CG1307	protein_coding
FBgn0262539	CG43093	protein_coding
FBgn0039800	Npc2g	protein_coding
FBgn0020510	Abi	protein_coding
FBgn0038921	Theg	protein_coding
FBgn0028833	Cmpk	protein_coding
FBgn0013576	mtd	protein_coding
FBgn0039465	Tsp97E	protein_coding
FBgn0264324	spg	protein_coding
FBgn0040252	Ugt303A1	protein_coding
FBgn0038132	apn	protein_coding
FBgn0037913	fabp	protein_coding
FBgn0283438	CG46280	protein_coding
FBgn0037408	NPFR	protein_coding
FBgn0039481	Cpr97Eb	protein_coding
FBgn0028734	Fmr1	protein_coding
FBgn0037862	mAcon2	protein_coding
FBgn0039080	Ir94h	protein_coding
FBgn0039073	CG4408	protein_coding
FBgn0039227	polybromo	protein_coding
FBgn0000046	Act87E	protein_coding
FBgn0037402	Vha14-2	protein_coding
FBgn0038492	Mur89F	protein_coding
FBgn0028837	CSN6	protein_coding
FBgn0039480	Cpr97Ea	protein_coding
FBgn0265042	Irk1	protein_coding
FBgn0260440	spdo	protein_coding
FBgn0038586	CG7168	protein_coding
FBgn0038784	CG4362	protein_coding
FBgn0037676	CG8861	protein_coding
FBgn0037432	CG10298	protein_coding
FBgn0051272	CG31272	protein_coding
FBgn0037442	gzl	protein_coding
FBgn0027508	Tnks	protein_coding
FBgn0039690	Gnpnat	protein_coding
FBgn0039675	ppk21	protein_coding
FBgn0039812	CG15548	protein_coding
FBgn0002629	E(spl)m4-BFM	protein_coding
FBgn0038161	CG9269	protein_coding
FBgn0039462	CG14252	protein_coding
FBgn0004049	yrt	protein_coding
FBgn0262004	CG42822	protein_coding
FBgn0083985	CG34149	protein_coding
FBgn0051184	LSm3	protein_coding
FBgn0038964	Nop56	protein_coding
FBgn0085303	CG34274	protein_coding
FBgn0015575	alpha-Est7	protein_coding
FBgn0020379	Rfx	protein_coding
FBgn0003165	pum	protein_coding
FBgn0051109	CG31109	protein_coding
FBgn0027539	lili	protein_coding
FBgn0053092	P5CDh2	protein_coding
FBgn0038142	CheA87a	protein_coding
FBgn0051365	CG31365	protein_coding
FBgn0037371	Sym	protein_coding
FBgn0037526	ArgRS-m	protein_coding
FBgn0037874	Tctp	protein_coding
