2L	108347	108587	+	12605
2L	108810	110405	+	12605
2L	109794	110405	+	12605
2L	110484	110754	+	12605
2L	110878	111004	+	12605
2L	110878	111906	+	12605
2L	110878	112689	+	12605
2L	111118	111906	+	12605
2L	111118	112689	+	12605
2L	112020	112689	+	12605
2L	113370	113433	+	12605
2L	114992	155545	+	11780
2L	114992	155566	+	11780
2L	114992	155637	+	11780
2L	117760	117819	-	13485
2L	118077	118135	-	13485
2L	118305	118360	-	13485
2L	118875	118930	-	13485
2L	119077	119133	-	13485
2L	119236	119287	-	13485
2L	119236	119430	-	13485
2L	119376	119430	-	13485
2L	119555	119827	-	13485
2L	120081	120167	-	13485
2L	120081	120420	-	13485
2L	120081	121632	-	13485
2L	120266	120510	-	13485
2L	120365	120420	-	13485
2L	122995	123080	-	11967
2L	123630	123693	-	11967
2L	123795	123855	-	11967
2L	124025	124086	-	11967
2L	124921	125076	-	11967
2L	125267	126109	-	11967
2L	126228	128799	-	11967
2L	128943	130507	-	11967
2L	132256	132475	+	11699
2L	138591	138668	-	12767,13808
2L	139199	139255	-	12767,13808
2L	139386	139441	-	12767,13808
2L	139688	139740	-	12767,13808
2L	139955	140113	-	12767,13808
2L	141341	141395	-	12086
2L	141610	141661	-	12086
2L	141610	141670	-	12086
2L	142663	142723	-	12086
2L	145911	147348	-	12349
2L	145911	147354	-	12349
2L	147455	147510	-	12349
2L	147711	147764	-	12349
2L	147937	147994	-	12349
2L	148038	148091	-	12349
2L	148174	148337	-	12349
2L	148826	148878	-	12349
2L	149227	151114	-	12349
2L	155060	155127	-	12685
2L	155179	155249	+	11780
2L	155411	155465	+	11780
2L	155430	155545	+	11780
2L	155430	155566	+	11780
2L	155430	155637	+	11780
2L	155785	155857	+	11780
2L	156349	156422	+	11909
2L	156553	156735	+	11909
2L	158376	158435	-	11612
2L	159820	160008	+	12322
2L	159820	162591	+	12322
2L	159824	162591	+	12322
2L	163002	164158	+	12322
2L	163002	175360	+	12322
2L	163002	183760	+	12322
2L	164235	175360	+	12322
2L	175448	183760	+	12322
2L	182914	183760	+	12322
2L	183420	183760	+	12322
2L	185083	185151	+	12322
2L	186124	186192	+	12322
2L	186856	186909	+	12322
2L	187017	187481	+	12322
2L	199576	199636	+	12322
2L	199744	199902	+	12322
2L	199744	200119	+	12322
2L	199984	200119	+	12322
2L	200316	200375	+	12322
2L	200676	200741	+	12322
2L	201062	201126	+	12322
2L	203892	203992	+	13066
2L	205213	205271	-	12454
2L	205944	206000	-	12454
2L	206051	206699	-	12454
2L	206051	207230	-	12454
2L	207632	207710	+	12945
2L	208609	208728	+	12945
2L	214943	215033	-	12485
2L	215677	215772	-	12485
2L	216008	216076	-	12485
2L	216276	216344	-	12485
2L	216574	216631	-	12485
2L	218886	221505	-	12485
2L	218886	226115	-	12485
2L	218886	227371	-	12485
2L	226509	227371	-	12485
2L	227548	228132	-	12485
2L	228282	229172	-	12485
2L	228282	230537	-	12485
2L	229383	229929	-	12485
2L	229383	230537	-	12485
2L	229978	230537	-	12485
2L	230628	230757	-	12485
2L	231035	231947	-	12485
2L	231035	231962	-	12485
2L	232102	232291	-	12485
2L	232380	233996	-	12485
2L	233155	233216	+	11596
2L	234175	234236	-	12485
2L	242144	242243	-	12485
2L	242745	250756	-	12485
2L	242926	250756	-	12485
2L	251465	251526	-	13524
2L	251802	251855	-	13524
2L	251925	251978	-	13524
2L	252167	252226	-	13524
2L	253146	253219	-	12792
2L	253386	253445	-	12792
2L	253891	253955	-	12792
2L	254398	254561	-	12792
2L	254398	271628	-	12792
2L	254425	271628	-	12792
2L	269390	269457	+	12617
2L	270607	270660	+	12617
2L	272507	272554	-	13846
2L	275252	275318	-	13726
2L	276498	276738	-	13726
2L	276898	276958	-	13726
2L	276904	276958	-	13726
2L	276904	276973	-	13726
2L	277864	277929	+	12650
2L	278324	278642	+	12650
2L	279125	279184	+	12650
2L	279806	279869	+	12650
2L	280041	280109	+	12650
2L	282506	282653	-	13422
2L	284211	284747	-	12101
2L	284969	285432	-	12101
2L	284969	286306	-	12101
2L	284969	290812	-	12101
2L	291032	291606	-	12101
2L	291032	291660	-	12101
2L	292661	292716	+	12572
2L	294373	294440	-	11276
2L	295281	295345	+	11945
2L	295629	295703	+	11945
2L	296812	296976	+	11945
2L	298404	299032	+	12472
2L	299919	302025	+	12472
2L	301945	302025	+	12472
2L	306390	317742	+	12002
2L	310606	317742	+	12002
2L	318121	325677	+	12002
2L	325825	334119	+	12002
2L	326062	328592	-	13363
2L	334258	335414	+	12002
2L	335549	336017	+	12002
2L	336204	336348	+	12002
2L	336547	337015	+	12002
2L	336547	337937	+	12002
2L	337199	337937	+	12002
2L	338119	339206	+	12002
2L	339442	340709	+	12002
2L	340856	342578	+	12002
2L	342793	342865	+	12002
2L	343730	344023	+	12002
2L	343730	344038	+	12002
2L	343730	344041	+	12002
2L	344490	344554	+	12002
2L	344490	344575	+	12002
2L	344948	345008	+	12002
2L	345154	345214	+	12002
2L	347937	355383	+	12002
2L	356313	356366	-	13136
2L	356838	356890	-	13136
2L	357192	357422	-	13136
2L	357749	357815	-	13136
2L	357767	357815	-	13136
2L	378482	384510	+	13785
2L	384895	385700	+	13785
2L	385747	386307	+	13785
2L	386577	386702	+	13785
2L	398867	399847	-	13216
2L	400457	400522	-	13216
2L	400668	400724	-	13216
2L	400943	401006	-	13216
2L	404474	404535	+	12657
2L	406036	406094	+	12657
2L	409466	409531	-	11288
2L	409737	409789	-	11288
2L	410074	410126	-	11288
2L	411061	411128	-	11288
2L	411719	411781	-	11288
2L	412238	412446	-	11288
2L	412659	412724	-	11288
2L	412659	413395	-	11288
2L	413655	414442	-	11288
2L	415447	415511	+	11399
2L	416711	416788	+	11399
2L	420147	420291	+	13515
2L	422189	422242	+	12788
2L	423846	423915	+	12257
2L	424764	424823	+	12257
2L	425013	425072	+	12257
2L	431900	438379	+	12078
2L	432118	438379	+	12078
2L	438517	438581	+	12078
2L	438728	443081	+	12078
2L	443162	443225	+	12078
2L	446584	446641	+	12078
2L	449171	449229	-	11357
2L	449321	449434	-	11357
2L	450541	450665	-	11357
2L	450879	451229	-	11357
2L	450879	452576	-	11357
2L	452737	452797	-	11357
2L	452737	452986	-	11357
2L	454271	454329	+	11983
2L	455828	456085	+	13103
2L	456224	456288	+	13103
2L	456469	456538	+	13103
2L	456730	456796	+	13103
2L	456898	456972	+	13103
2L	457339	457399	+	13103
2L	457563	457614	+	13103
2L	457563	457627	+	13103
2L	464942	471397	-	13074
2L	473166	473222	+	13328
2L	473995	474053	+	13328
2L	474766	475035	+	13328
2L	475179	475232	+	13328
2L	475852	475915	+	13328
2L	476016	476077	+	13328
2L	476332	489516	+	13856
2L	476332	525391	+	13856
2L	478205	479086	-	12371
2L	478205	479406	-	12371
2L	491359	525391	+	13856
2L	524060	525391	+	13856
2L	525437	536022	+	13856
2L	536967	537036	+	13856
2L	537432	537548	+	13856
2L	537750	537862	+	13856
2L	539250	539309	+	13856
2L	539453	539517	+	13856
2L	541169	541708	-	13148
2L	542347	542429	-	13148
2L	542351	542429	-	13148
2L	542380	542429	-	13148
2L	543350	543415	-	11440
2L	544267	544332	-	11440
2L	545307	545370	+	13666
2L	545565	545815	+	13666
2L	546444	546564	+	13666
2L	546480	546532	-	13353
2L	547901	547977	-	13353
2L	548219	549025	-	13353
2L	548219	551157	-	13353
2L	554275	554335	-	13108
2L	555447	555509	-	13108
2L	557666	557721	-	13108
2L	557883	557942	-	13108
2L	558542	558615	-	13108
2L	558542	559562	-	13108
2L	560038	560096	+	12692
2L	563190	563253	-	11644
2L	563190	563258	-	11644
2L	563190	563276	-	11644
2L	566439	566497	-	11912
2L	566625	566679	-	11912
2L	567031	567088	-	11912
2L	568434	568598	+	12327
2L	569291	569347	+	12327
2L	574356	574633	+	11759
2L	574699	574779	+	11759
2L	575091	575143	+	11759
2L	576023	576080	-	13060
2L	576405	576513	-	13060
2L	578034	578154	+	13171
2L	578421	578483	+	13171
2L	584446	587829	-	11488
2L	584446	592271	-	11488
2L	592634	593587	-	11488
2L	602950	603073	+	11797
2L	603007	603073	+	11797
2L	644315	644436	-	13047
2L	645717	647988	-	13047
2L	648362	648478	-	13047
2L	648887	648990	-	13047
2L	649766	649933	-	13047
2L	650294	652785	-	13047
2L	653289	654246	-	13047
2L	654701	655273	-	13047
2L	655867	656711	-	13047
2L	657385	705870	-	13047
2L	707868	714274	-	13047
2L	738269	738320	-	12063
2L	738436	738507	-	12063
2L	738838	739444	-	12063
2L	740015	740356	-	12063
2L	740691	740799	-	12063
2L	740965	743337	-	12063
2L	743624	744083	-	12063
2L	743624	744195	-	12063
2L	750401	752730	+	13098
2L	750804	752730	+	13098
2L	753731	754486	+	13098
2L	754631	755020	+	13098
2L	755297	755661	+	13098
2L	755297	755828	+	13098
2L	756081	756333	+	13098
2L	756081	756667	+	13098
2L	757031	757127	+	13098
2L	757430	757799	+	13098
2L	757939	758846	+	13098
2L	759123	759230	+	13098
2L	759550	759678	+	13098
2L	782049	782123	+	13443
2L	782182	782237	+	13443
2L	782442	782494	+	13443
2L	786423	786478	-	12145
2L	786428	786509	+	11828
2L	786665	786732	-	12145
2L	788179	788241	-	12145
2L	788613	790488	-	12145
2L	810759	810808	+	11320
2L	811022	811088	+	11320
2L	811204	811258	+	11320
2L	812497	812561	+	13437
2L	813894	813950	-	11502
2L	814185	814242	-	11502
2L	815222	815274	-	11502
2L	815413	815474	-	11502
2L	815422	815474	-	11502
2L	817183	817243	-	13467
2L	818644	818703	-	11448
2L	821660	822857	+	12541
2L	823570	823636	+	12541
2L	824138	824190	+	12541
2L	824138	824218	+	12541
2L	826508	829304	+	11593
2L	826508	829421	+	11593
2L	826508	829456	+	11593
2L	829972	830144	+	11593
2L	830350	830737	+	11593
2L	831084	831176	+	11593
2L	831627	831713	+	11593
2L	834584	834973	-	12217
2L	835291	835352	-	12217
2L	835548	835703	-	12217
2L	835548	836545	-	12217
2L	836172	836545	-	12217
2L	837379	842613	-	12217
2L	837379	849898	-	12217
2L	851660	851717	-	13178
2L	852443	852498	-	13178
2L	852572	852627	-	13178
2L	853006	853191	+	12866
2L	853279	853544	+	12866
2L	855624	855686	+	13438
2L	855811	855867	+	13438
2L	860410	860763	+	11421
2L	861358	861428	+	11421
2L	862259	862318	-	11948
2L	862499	862562	-	11948
2L	864135	864194	-	11948
2L	864339	864397	-	11948
2L	864795	864876	-	11948
2L	864795	867813	-	11948
2L	864795	868031	-	11948
2L	865061	865826	-	11948
2L	870553	871340	+	11526
2L	871275	871340	+	11526
2L	871577	871640	+	11526
2L	871739	871805	+	11526
2L	872081	872207	+	11526
2L	873540	875037	+	11526
2L	877872	877969	+	11496
2L	878335	878391	-	13210
2L	878774	878837	-	13210
2L	879800	879864	-	13210
2L	880915	880973	-	13210
2L	881586	881647	-	13210
2L	881948	882047	-	13210
2L	882605	882659	-	13210
2L	883040	883095	-	13210
2L	883298	883364	-	13210
2L	883992	884051	-	13210
2L	884186	884255	-	13210
2L	884389	884441	-	13210
2L	884653	884721	-	13210
2L	884847	884907	-	13210
2L	898942	899009	+	12021
2L	914280	914337	+	11695
2L	914494	914552	+	11695
2L	914616	914799	+	11695
2L	915004	915057	+	11695
2L	915270	915324	+	11695
2L	915448	915507	+	11695
2L	915751	915814	+	11695
2L	916232	916281	+	11695
2L	916654	916706	+	11695
2L	917388	917466	+	11695
2L	923220	930064	+	11579
2L	923220	950491	+	11579
2L	930424	950491	+	11579
2L	950579	951586	+	11579
2L	952143	952255	+	11579
2L	953334	953395	+	11579
2L	953511	956248	+	11579
2L	956335	956403	+	11579
2L	956793	956859	+	11579
2L	956945	957051	+	11579
2L	957210	957278	+	11579
2L	1014485	1014549	-	13501
2L	1014717	1014776	-	13501
2L	1014975	1015034	-	13501
2L	1015257	1015314	-	13501
2L	1015928	1015992	-	13501
2L	1016077	1016138	-	13501
2L	1017642	1017710	-	13501
2L	1017769	1019267	-	13501
2L	1019322	1033686	-	13501
2L	1034191	1034401	-	13501
2L	1034191	1042963	-	13501
2L	1034191	1046809	-	13501
2L	1038507	1038578	+	13067
2L	1047023	1047955	-	13501
2L	1052266	1052330	-	11807
2L	1052496	1052565	-	11807
2L	1053054	1061233	-	11807
2L	1062214	1076834	-	11807
2L	1062214	1077651	-	11807
2L	1078569	1078624	+	12565
2L	1079066	1079120	+	12565
2L	1081428	1081577	+	13793
2L	1081921	1081976	+	13793
2L	1082057	1082119	+	13793
2L	1082666	1082788	+	13793
2L	1082666	1082791	+	13793
2L	1084837	1084893	-	13401
2L	1085137	1085200	-	13401
2L	1085310	1085523	-	13401
2L	1085681	1085743	-	13401
2L	1085862	1085926	-	13401
2L	1086027	1087694	-	13401
2L	1088107	1101920	-	13401
2L	1088107	1102322	-	13401
2L	1101969	1102322	-	13401
2L	1103821	1103878	-	12234
2L	1105102	1105158	-	12234
2L	1106299	1106355	-	12234
2L	1107107	1107160	-	12234
2L	1107317	1107372	-	12234
2L	1107758	1107811	-	12234
2L	1107950	1108015	-	12234
2L	1109896	1109962	+	12248
2L	1110424	1110479	+	12248
2L	1110675	1111263	+	12248
2L	1111398	1111453	+	12248
2L	1111968	1112027	+	12248
2L	1112445	1112505	+	12248
2L	1113153	1113203	+	12748
2L	1113502	1113558	+	12748
2L	1113766	1113825	+	12748
2L	1115944	1116440	-	12254
2L	1116691	1117443	-	12254
2L	1117517	1117866	-	12254
2L	1117517	1118565	-	12254
2L	1117517	1128128	-	12254
2L	1117918	1118565	-	12254
2L	1128346	1128803	-	12254
2L	1129506	1129818	+	11210
2L	1131182	1131263	+	11210
2L	1135082	1138620	+	13169
2L	1139068	1139123	+	13169
2L	1139386	1139482	+	13169
2L	1139764	1139828	+	13169
2L	1139764	1139831	+	13169
2L	1143411	1145443	+	13614
2L	1146473	1146538	+	13614
2L	1146826	1146892	+	13614
2L	1149587	1149650	-	13062
2L	1150070	1150130	-	13062
2L	1150327	1150378	-	13062
2L	1150560	1150616	-	13062
2L	1152116	1152176	-	12173
2L	1152701	1152770	-	12173
2L	1153319	1153385	-	12173
2L	1153732	1154281	-	12173
2L	1153732	1155745	-	12173
2L	1153732	1158078	-	12173
2L	1154407	1154551	-	12173
2L	1155054	1155745	-	12173
2L	1158783	1158856	+	12691
2L	1159468	1159755	+	12691
2L	1161220	1161289	-	13822
2L	1161870	1161926	-	13822
2L	1162147	1162999	-	13822
2L	1163150	1163416	-	13822
2L	1163150	1163759	-	13822
2L	1165081	1165138	+	11819
2L	1166923	1166982	+	11616
2L	1167955	1168011	-	11274
2L	1168639	1168694	-	11274
2L	1169562	1169627	-	11274
2L	1169959	1170227	-	11274
2L	1170364	1170418	+	13038
2L	1170554	1170610	+	13038
2L	1170957	1171029	-	11446
2L	1171644	1171713	-	11446
2L	1171914	1172022	-	11446
2L	1173320	1173379	+	13279
2L	1173830	1173883	+	13279
2L	1174131	1174196	+	13279
2L	1174267	1174496	+	13279
2L	1174571	1174909	+	13279
2L	1174988	1175046	+	13279
2L	1175174	1175286	+	13279
2L	1175524	1175578	+	13279
2L	1176044	1176100	+	13279
2L	1176882	1176941	+	13279
2L	1177192	1177255	+	13279
2L	1177862	1177947	+	12839
2L	1177869	1177947	+	12839
2L	1178045	1178107	+	12839
2L	1178468	1178840	+	12839
2L	1178468	1178846	+	12839
2L	1179070	1179126	+	12839
2L	1179197	1179451	+	12839
2L	1179197	1179859	+	12839
2L	1179526	1179859	+	12839
2L	1179938	1179996	+	12839
2L	1180124	1180212	+	12839
2L	1180450	1180512	+	12839
2L	1180927	1180994	+	12839
2L	1181794	1181854	+	12839
2L	1182105	1182169	+	12839
2L	1183472	1183528	-	11718
2L	1184255	1184322	+	11590
2L	1186016	1191402	+	13127
2L	1186453	1191402	+	13127
2L	1191535	1191598	+	13127
2L	1191539	1191598	+	13127
2L	1191910	1191969	+	13127
2L	1192199	1192255	+	13127
2L	1192199	1192267	+	13127
2L	1192626	1196215	+	13127
2L	1204465	1204564	+	11666
2L	1204688	1204762	+	11666
2L	1204842	1204900	+	11666
2L	1219592	1219656	+	13672
2L	1220036	1227701	+	13672
2L	1227764	1227827	+	13672
2L	1228138	1228191	+	13672
2L	1228409	1228464	+	13672
2L	1228653	1228713	+	13672
2L	1229186	1229252	+	13672
2L	1240971	1241050	+	11903
2L	1256946	1273584	+	13309
2L	1273779	1280598	+	13309
2L	1280702	1284605	+	13309
2L	1284891	1285303	+	13309
2L	1285445	1285505	+	13309
2L	1285638	1285744	+	13309
2L	1287050	1287160	+	13309
2L	1287260	1287500	+	13309
2L	1287742	1288132	+	13309
2L	1288294	1289454	+	13309
2L	1289729	1292647	+	13309
2L	1293598	1294982	+	13309
2L	1329325	1329381	+	13631
2L	1334760	1334818	+	11304
2L	1341521	1341588	-	13189
2L	1341757	1341828	-	13189
2L	1341985	1342038	-	13189
2L	1343599	1343658	-	12303
2L	1343827	1343903	-	12303
2L	1344060	1344114	-	12303
2L	1344516	1344569	+	12974
2L	1344516	1344580	+	12974
2L	1352642	1352697	-	11478
2L	1353839	1353887	-	12060
2L	1355630	1355701	-	13033
2L	1359111	1359171	-	11514
2L	1359271	1359331	-	11514
2L	1359418	1359466	-	11514
2L	1359698	1359760	-	11514
2L	1360374	1360491	-	13025
2L	1360591	1360656	-	13025
2L	1360737	1360795	-	13025
2L	1360927	1361457	-	13025
2L	1361579	1361640	-	13025
2L	1368110	1368214	+	13704
2L	1368314	1368365	+	13704
2L	1368480	1368529	+	13704
2L	1382633	1384926	-	12070
2L	1385213	1386847	-	12070
2L	1387012	1387106	-	12070
2L	1387354	1387430	-	12070
2L	1387527	1390892	-	12070
2L	1391299	1391388	-	12070
2L	1391509	1391586	-	12070
2L	1392525	1392689	-	12070
2L	1392822	1394191	-	12070
2L	1394333	1394473	-	12070
2L	1394759	1395902	-	12070
2L	1396006	1397061	-	12070
2L	1397253	1419903	-	12070
2L	1499422	1499557	-	13022
2L	1499422	1499674	-	13022
2L	1500046	1500113	-	13022
2L	1500200	1500408	-	13022
2L	1500203	1500408	-	13022
2L	1501037	1501096	-	13827
2L	1501037	1501098	-	13827
2L	1501873	1501932	-	13827
2L	1502185	1502610	-	13827
2L	1520741	1520800	+	12087
2L	1521440	1521558	+	12087
2L	1521917	1521982	+	12087
2L	1522831	1522890	+	13627
2L	1523530	1523669	+	13627
2L	1524028	1524090	+	13627
2L	1555206	1556539	+	11851
2L	1555206	1556832	+	11851
2L	1555212	1556832	+	11851
2L	1555754	1556323	+	11851
2L	1556916	1600615	+	11851
2L	1586789	1586851	-	11300
2L	1595544	1595597	-	11834
2L	1595828	1595891	-	11834
2L	1596422	1609485	-	11834
2L	1600826	1600961	+	11851
2L	1601913	1602321	+	11851
2L	1602658	1602943	+	11851
2L	1603630	1604197	+	11851
2L	1604337	1604760	+	11851
2L	1604886	1605095	+	11851
2L	1604886	1605098	+	11851
2L	1604886	1606389	+	11851
2L	1605486	1606389	+	11851
2L	1609659	1609754	-	11834
2L	1611869	1612005	+	11603
2L	1612989	1613043	-	13138
2L	1613424	1613982	-	13138
2L	1651412	1652774	+	12482
2L	1651430	1652774	+	12482
2L	1651713	1652774	+	12482
2L	1653836	1678868	+	12482
2L	1653836	1690116	+	12482
2L	1667982	1670143	+	12482
2L	1667982	1690116	+	12482
2L	1670190	1678868	+	12482
2L	1678921	1690116	+	12482
2L	1690756	1694223	+	12482
2L	1694442	1694546	+	12482
2L	1695377	1695438	+	12482
2L	1695587	1695648	+	12482
2L	1705115	1705399	+	12854
2L	1705281	1705399	+	12854
2L	1707999	1708060	-	12601
2L	1708215	1708281	-	12601
2L	1708403	1708461	-	12601
2L	1708678	1708820	-	12601
2L	1709105	1709173	-	12601
2L	1709333	1709616	-	12601
2L	1709812	1709877	-	12601
2L	1709964	1710042	-	12601
2L	1710104	1710207	-	12601
2L	1710538	1710598	+	12711
2L	1710698	1710850	+	12711
2L	1711868	1711927	-	11910
2L	1712088	1712144	-	11910
2L	1712543	1712596	-	11910
2L	1712543	1712611	-	11910
2L	1713109	1713166	-	11910
2L	1714118	1714172	-	11910
2L	1714474	1715138	-	11910
2L	1717230	1717597	-	12784
2L	1717816	1717877	-	12784
2L	1718152	1718226	-	12784
2L	1718359	1718420	-	12784
2L	1718492	1718674	-	12784
2L	1718492	1718695	-	12784
2L	1718492	1718739	-	12784
2L	1718904	1723881	-	12784
2L	1726656	1726752	-	11310
2L	1726656	1727645	-	11310
2L	1727881	1728053	-	11310
2L	1728233	1728302	-	11310
2L	1728233	1728361	-	11310
2L	1728233	1729274	-	11310
2L	1728233	1729549	-	11310
2L	1731817	1731879	-	12075
2L	1732081	1732143	-	12075
2L	1732655	1741659	+	12247
2L	1738020	1741659	+	12247
2L	1742077	1742142	+	12247
2L	1742261	1743344	+	12247
2L	1743541	1743633	+	12247
2L	1743780	1744922	+	12247
2L	1745162	1745220	+	12247
2L	1745362	1745718	+	12247
2L	1746030	1747691	+	12247
2L	1747861	1748773	+	12247
2L	1748875	1749517	+	12247
2L	1749677	1749741	+	12247
2L	1755406	1755467	-	12306
2L	1758659	1758932	-	12723
2L	1785079	1785133	+	12513
2L	1789294	1789351	-	12261
2L	1790770	1790824	-	13690
2L	1792210	1792260	-	11275
2L	1793832	1793896	-	12180
2L	1824696	1824761	-	11854
2L	1825134	1825185	-	11854
2L	1825902	1825986	-	11854
2L	1825905	1825986	-	11854
2L	1826275	1826328	-	11854
2L	1832367	1832423	-	11731
2L	1836653	1837172	+	12236
2L	1836653	1842898	+	12236
2L	1837407	1842898	+	12236
2L	1844721	1848064	+	12236
2L	1848214	1851106	+	12236
2L	1848214	1851109	+	12236
2L	1851274	1851691	+	12236
2L	1851965	1852053	+	12236
2L	1852151	1852657	+	12236
2L	1852786	1853453	+	12236
2L	1853597	1854185	+	12236
2L	1854309	1855363	+	12236
2L	1854309	1855372	+	12236
2L	1855476	1855615	+	12236
2L	1855798	1856429	+	12236
2L	1859002	1862719	-	13677
2L	1859002	1864931	-	13677
2L	1862828	1864931	-	13677
2L	1865217	1865458	-	13677
2L	1865776	1865986	-	13677
2L	1866139	1866220	-	13677
2L	1866366	1866466	-	13677
2L	1866898	1866965	-	13677
2L	1867366	1869073	-	13677
2L	1869528	1875011	-	13677
2L	1875176	1876468	-	13677
2L	1876592	1879966	-	13677
2L	1880672	1881311	-	13677
2L	1885319	1909668	+	11477
2L	1909993	1910066	+	11477
2L	1910150	1932055	+	11477
2L	1911870	1913208	+	11477
2L	1912235	1913208	+	11477
2L	1913664	1932055	+	11477
2L	1928576	1932055	+	11477
2L	1932148	1933805	+	11477
2L	1934050	1934118	+	11477
2L	1934329	1934478	+	11477
2L	1934899	1934960	+	11477
2L	1935684	1935738	+	11477
2L	1936992	1937053	+	11477
2L	1937374	1937440	+	11477
2L	1937584	1937865	+	11477
2L	1937584	1938507	+	11477
2L	1937911	1938507	+	11477
2L	1938620	1938864	+	11477
2L	1938620	1941581	+	11477
2L	1938620	1941754	+	11477
2L	1941394	1941581	+	11477
2L	1941678	1941754	+	11477
2L	1941904	1941970	+	11477
2L	1942047	1942107	+	11477
2L	1942183	1942250	+	11477
2L	1942452	1942509	+	11477
2L	1942664	1942784	+	11477
2L	1946197	1946254	-	11361
2L	1946504	1946561	-	11361
2L	1952880	1954313	-	13100
2L	1952880	1969952	-	13100
2L	1974481	1974563	+	12590
2L	1974819	1974880	+	12590
2L	1974992	1975060	+	12590
2L	1976814	1976909	-	12049
2L	1979203	1979909	-	12049
2L	1980181	1980252	-	12049
2L	1980428	1980551	-	12049
2L	1981584	1981641	+	12858
2L	1981833	1981885	+	12858
2L	1982499	1982546	+	11283
2L	1983961	1984018	+	11283
2L	1984144	1984205	+	11283
2L	1985402	1985470	-	13227
2L	1985720	1985781	-	13227
2L	1985884	1985945	-	13227
2L	1986106	1986796	-	13227
2L	1986106	1987584	-	13227
2L	1992040	1992092	-	11552
2L	1997959	1998231	-	13833
2L	1998721	2000933	-	13833
2L	2001087	2001379	-	13833
2L	2001512	2002172	-	13833
2L	2002314	2002668	-	13833
2L	2002921	2005560	-	13833
2L	2007054	2007134	-	12746
2L	2008542	2008672	+	13018
2L	2010314	2026767	+	11325
2L	2011786	2017523	+	11325
2L	2017852	2026767	+	11325
2L	2024266	2026767	+	11325
2L	2027211	2027278	+	11325
2L	2027792	2027851	+	11325
2L	2028051	2028112	+	11325
2L	2028250	2028302	+	11325
2L	2028250	2028320	+	11325
2L	2029029	2029091	+	11325
2L	2029419	2029493	+	11325
2L	2029757	2029835	+	11325
2L	2035565	2035881	-	12677
2L	2038009	2039929	+	11724
2L	2038225	2039929	+	11724
2L	2038642	2039929	+	11724
2L	2039805	2039929	+	11724
2L	2040155	2040216	+	11724
2L	2040360	2040421	+	11724
2L	2041574	2041646	+	11724
2L	2042570	2042652	+	11724
2L	2042852	2042913	+	11724
2L	2045642	2045699	+	12782
2L	2046012	2046065	+	12782
2L	2046012	2046068	+	12782
2L	2046219	2046427	+	12782
2L	2047640	2047703	+	12782
2L	2055113	2055326	+	13070
2L	2055518	2055598	+	13070
2L	2055787	2057033	+	13070
